Index,Values
PHY384702,257
PHY427660,258
PHY340012,259
PHY362449,260
PHY378357,261
PHY370641,262
PHY385176,263
PHY342806,264
PHY379480,265
PHY353230,266
PHY380143,267
PHY361921,268
PHY358194,269
PHY325912,270
PHY406619,271
PHY433629,272
PHY415318,273
PHY369125,274
PHY355949,275
PHY359934,276
PHY415000,277
PHY414914,278
PHY316264,279
PHY397815,280
PHY342103,281
PHY390110,282
PHY350524,283
PHY432379,284
PHY339318,285
PHY403054,286
PHY331523,287
PHY318499,288
PHY404549,289
PHY375145,290
PHY412775,291
PHY371138,292
PHY342083,293
PHY403506,294
PHY411239,295
PHY322557,296
PHY334605,297
PHY332378,298
PHY315243,299
PHY413715,300
PHY361298,301
PHY422607,302
PHY418664,303
PHY386778,304
PHY319162,305
PHY383151,306
PHY378516,307
PHY345819,308
PHY338043,309
PHY411548,310
PHY313145,311
PHY315859,312
PHY432262,313
PHY376810,314
PHY389834,315
PHY311447,316
PHY371181,317
PHY329470,318
PHY311637,319
PHY376710,320
PHY323829,321
PHY413966,322
PHY365484,323
PHY374586,324
PHY368492,325
PHY372459,326
PHY360652,327
PHY367604,328
PHY372869,329
PHY329909,330
PHY398592,331
PHY311280,332
PHY321850,333
PHY313651,334
PHY314212,335
PHY344204,336
PHY360777,337
PHY409078,338
PHY342271,339
PHY349912,340
PHY364952,341
PHY334163,342
PHY383592,343
PHY368019,344
PHY316615,345
PHY377896,346
PHY403237,347
PHY428876,348
PHY345935,349
PHY332006,350
PHY333276,351
PHY311755,352
PHY338562,353
PHY402529,354
PHY364322,355
PHY323375,356
PHY428577,357
PHY389768,358
PHY396496,359
PHY358274,360
PHY378970,361
PHY377125,362
PHY366871,363
PHY414451,364
PHY385355,365
PHY430864,366
PHY388586,367
PHY313811,368
PHY379219,369
PHY432788,370
PHY335531,371
PHY325845,372
PHY384607,373
PHY395933,374
PHY401443,375
PHY430367,376
PHY345634,377
PHY354933,378
PHY362405,379
PHY335236,380
PHY433556,381
PHY395626,382
PHY347943,383
PHY345087,384
PHY401599,385
PHY382606,386
PHY408899,387
PHY323173,388
PHY415056,389
PHY398676,390
PHY352186,391
PHY409670,392
PHY324753,393
PHY375300,394
PHY370150,395
PHY333460,396
PHY367340,397
PHY425505,398
PHY321931,399
PHY399458,400
PHY425086,401
PHY362799,402
PHY394128,403
PHY411243,404
PHY368911,405
PHY335974,406
PHY389773,407
PHY357479,408
PHY426200,409
PHY393075,410
PHY388329,411
PHY376164,412
PHY420793,413
PHY346166,414
PHY352248,415
PHY334038,416
PHY419091,417
PHY362407,418
PHY418646,419
PHY338196,420
PHY387324,421
PHY401470,422
PHY416029,423
PHY313741,424
PHY404424,425
PHY365390,426
PHY410558,427
PHY406861,428
PHY320307,429
PHY429076,430
PHY363684,431
PHY352642,432
PHY385233,433
PHY350172,434
PHY423268,435
PHY376617,436
PHY383212,437
PHY349341,438
PHY335451,439
PHY432056,440
PHY370057,441
PHY346308,442
PHY407291,443
PHY349576,444
PHY423761,445
PHY356016,446
PHY428784,447
PHY314636,448
PHY313143,449
PHY322598,450
PHY411226,451
PHY364270,452
PHY377532,453
PHY413752,454
PHY429598,455
PHY401934,456
PHY422217,457
PHY327900,458
PHY364317,459
PHY424073,460
PHY318076,461
PHY424221,462
PHY330914,463
PHY396384,464
PHY380326,465
PHY392116,466
PHY369053,467
PHY428998,468
PHY396459,469
PHY323680,470
PHY358999,471
PHY411720,472
PHY400069,473
PHY429907,474
PHY409589,475
PHY351912,476
PHY391720,477
PHY424910,478
PHY430507,479
PHY351264,480
PHY344714,481
PHY322503,482
PHY334606,483
PHY408473,484
PHY408214,485
PHY321966,486
PHY428989,487
PHY352731,488
PHY320208,489
PHY404394,490
PHY423321,491
PHY346439,492
PHY418976,493
PHY339165,494
PHY314410,495
PHY326833,496
PHY357490,497
PHY369307,498
PHY395196,499
PHY412583,500
PHY372867,501
PHY392372,502
PHY375856,503
PHY317805,504
PHY382878,505
PHY368605,506
PHY390748,507
PHY389404,508
PHY359040,509
PHY382921,510
PHY315446,511
PHY348522,512
PHY351290,513
PHY360894,514
PHY414980,515
PHY418658,516
PHY315175,517
PHY410475,518
PHY385238,519
PHY427202,520
PHY393711,521
PHY355237,522
PHY416835,523
PHY379819,524
PHY320512,525
PHY399534,526
PHY417880,527
PHY370441,528
PHY350371,529
PHY313904,530
PHY311401,531
PHY337171,532
PHY339062,533
PHY373368,534
PHY329829,535
PHY361878,536
PHY403849,537
PHY420043,538
PHY410271,539
PHY349533,540
PHY315112,541
PHY432427,542
PHY418715,543
PHY343379,544
PHY388847,545
PHY333923,546
PHY371618,547
PHY371829,548
PHY314651,549
PHY361229,550
PHY433292,551
PHY327421,552
PHY426290,553
PHY322134,554
PHY361352,555
PHY374932,556
PHY372037,557
PHY332245,558
PHY355455,559
PHY356247,560
PHY429118,561
PHY345332,562
PHY406397,563
PHY356829,564
PHY426620,565
PHY311764,566
PHY387333,567
PHY354271,568
PHY349423,569
PHY313880,570
PHY324857,571
PHY338524,572
PHY376964,573
PHY398379,574
PHY363558,575
PHY428545,576
PHY370785,577
PHY421902,578
PHY428365,579
PHY340392,580
PHY424554,581
PHY356371,582
PHY335080,583
PHY422730,584
PHY333733,585
PHY327845,586
PHY333810,587
PHY356721,588
PHY321976,589
PHY418842,590
PHY370597,591
PHY323788,592
PHY312782,593
PHY346355,594
PHY328262,595
PHY318969,596
PHY321985,597
PHY407952,598
PHY389871,599
PHY399839,600
PHY361047,601
PHY354526,602
PHY333405,603
PHY335705,604
PHY360449,605
PHY356767,606
PHY352129,607
PHY407494,608
PHY347493,609
PHY431698,610
PHY423969,611
PHY358860,612
PHY403299,613
PHY317059,614
PHY424389,615
PHY349242,616
PHY390120,617
PHY329277,618
PHY429925,619
PHY352464,620
PHY343490,621
PHY319804,622
PHY332446,623
PHY388482,624
PHY324287,625
PHY342945,626
PHY343296,627
PHY410655,628
PHY426348,629
PHY396304,630
PHY385947,631
PHY322331,632
PHY394247,633
PHY386022,634
PHY329663,635
PHY389677,636
PHY427726,637
PHY370032,638
PHY343312,639
PHY391861,640
PHY410899,641
PHY427988,642
PHY428678,643
PHY376472,644
PHY349963,645
PHY394465,646
PHY361996,647
PHY420342,648
PHY400574,649
PHY430990,650
PHY335923,651
PHY312104,652
PHY420616,653
PHY372259,654
PHY329594,655
PHY311698,656
PHY335532,657
PHY407678,658
PHY321669,659
PHY432198,660
PHY312248,661
PHY349478,662
PHY408635,663
PHY325210,664
PHY369983,665
PHY392857,666
PHY374900,667
PHY424032,668
PHY412528,669
PHY415848,670
PHY426883,671
PHY325741,672
PHY379572,673
PHY345769,674
PHY376074,675
PHY357967,676
PHY420927,677
PHY338566,678
PHY392625,679
PHY350404,680
PHY427773,681
PHY411117,682
PHY344721,683
PHY406635,684
PHY345971,685
PHY390525,686
PHY378045,687
PHY360860,688
PHY387914,689
PHY382068,690
PHY370158,691
PHY380716,692
PHY395586,693
PHY361159,694
PHY316039,695
PHY432513,696
PHY325552,697
PHY417910,698
PHY345389,699
PHY369873,700
PHY393943,701
PHY426424,702
PHY358767,703
PHY418283,704
PHY329282,705
PHY381514,706
PHY322274,707
PHY376027,708
PHY387317,709
PHY404537,710
PHY382896,711
PHY335194,712
PHY343691,713
PHY397045,714
PHY414788,715
PHY412347,716
PHY386584,717
PHY386952,718
PHY409423,719
PHY362676,720
PHY344468,721
PHY395085,722
PHY369102,723
PHY359829,724
PHY341520,725
PHY313016,726
PHY405470,727
PHY422289,728
PHY400127,729
PHY425280,730
PHY358519,731
PHY376123,732
PHY420036,733
PHY364242,734
PHY418984,735
PHY387441,736
PHY399928,737
PHY313927,738
PHY345694,739
PHY430503,740
PHY364023,741
PHY352963,742
PHY426160,743
PHY383648,744
PHY409434,745
PHY362483,746
PHY425643,747
PHY372575,748
PHY372307,749
PHY377980,750
PHY386485,751
PHY339166,752
PHY431972,753
PHY371524,754
PHY428933,755
PHY378430,756
PHY354365,757
PHY358177,758
PHY332704,759
PHY385459,760
PHY425823,761
PHY427861,762
PHY406194,763
PHY398961,764
PHY312495,765
PHY380313,766
PHY432676,767
PHY387352,768
PHY388912,769
PHY344841,770
PHY358358,771
PHY412915,772
PHY430668,773
PHY375329,774
PHY401277,775
PHY333445,776
PHY405258,777
PHY363739,778
PHY338126,779
PHY342523,780
PHY333329,781
PHY322978,782
PHY383702,783
PHY395570,784
PHY314635,785
PHY400725,786
PHY422354,787
PHY377252,788
PHY381124,789
PHY374634,790
PHY318004,791
PHY421302,792
PHY386101,793
PHY331743,794
PHY361495,795
PHY426960,796
PHY339190,797
PHY322237,798
PHY313286,799
PHY380384,800
PHY402132,801
PHY373420,802
PHY404742,803
PHY372228,804
PHY343862,805
PHY382518,806
PHY346104,807
PHY347550,808
PHY361450,809
PHY364969,810
PHY368944,811
PHY418443,812
PHY384117,813
PHY313287,814
PHY402171,815
PHY342325,816
PHY416522,817
PHY422712,818
PHY430647,819
PHY391979,820
PHY427018,821
PHY314617,822
PHY333609,823
PHY427085,824
PHY412160,825
PHY419090,826
PHY383062,827
PHY433193,828
PHY423516,829
PHY422404,830
PHY388061,831
PHY316948,832
PHY335071,833
PHY334481,834
PHY361466,835
PHY371549,836
PHY365437,837
PHY421838,838
PHY328398,839
PHY430824,840
PHY331641,841
PHY412508,842
PHY397567,843
PHY430321,844
PHY400943,845
PHY358399,846
PHY370127,847
PHY425701,848
PHY313437,849
PHY376882,850
PHY370379,851
PHY355960,852
PHY373364,853
PHY334581,854
PHY313867,855
PHY311540,856
PHY316187,857
PHY325796,858
PHY315991,859
PHY391891,860
PHY391990,861
PHY400474,862
PHY339358,863
PHY343039,864
PHY352515,865
PHY420217,866
PHY348121,867
PHY334515,868
PHY361794,869
PHY349951,870
PHY388158,871
PHY374234,872
PHY362689,873
PHY320010,874
PHY330337,875
PHY376595,876
PHY433581,877
PHY358378,878
PHY328596,879
PHY422966,880
PHY367129,881
PHY321783,882
PHY431440,883
PHY430524,884
PHY405145,885
PHY425234,886
PHY431624,887
PHY394855,888
PHY348088,889
PHY411075,890
PHY352561,891
PHY359004,892
PHY368038,893
PHY369956,894
PHY378271,895
PHY392261,896
PHY422724,897
PHY402162,898
PHY370745,899
PHY327898,900
PHY324604,901
PHY314263,902
PHY343979,903
PHY340096,904
PHY416757,905
PHY336599,906
PHY417635,907
PHY344303,908
PHY370886,909
PHY340898,910
PHY413059,911
PHY381381,912
PHY386551,913
PHY411108,914
PHY333441,915
PHY410786,916
PHY366285,917
PHY424497,918
PHY336847,919
PHY314707,920
PHY340198,921
PHY322761,922
PHY319781,923
PHY382638,924
PHY320364,925
PHY424272,926
PHY325044,927
PHY321069,928
PHY419609,929
PHY374679,930
PHY348010,931
PHY392675,932
PHY363154,933
PHY420584,934
PHY327617,935
PHY358023,936
PHY409074,937
PHY328052,938
PHY425300,939
PHY345736,940
PHY339464,941
PHY402357,942
PHY329192,943
PHY316249,944
PHY423877,945
PHY393952,946
PHY423853,947
PHY351896,948
PHY410525,949
PHY410043,950
PHY374480,951
PHY373764,952
PHY405950,953
PHY403312,954
PHY337567,955
PHY347717,956
PHY340530,957
PHY424531,958
PHY379750,959
PHY408423,960
PHY388810,961
PHY333804,962
PHY376876,963
PHY322942,964
PHY350551,965
PHY339197,966
PHY395156,967
PHY394906,968
PHY415713,969
PHY407859,970
PHY358030,971
PHY408876,972
PHY387457,973
PHY315679,974
PHY341830,975
PHY427113,976
PHY386027,977
PHY381946,978
PHY405358,979
PHY407382,980
PHY433859,981
PHY350119,982
PHY430586,983
PHY419537,984
PHY426303,985
PHY357701,986
PHY381467,987
PHY358149,988
PHY364179,989
PHY373508,990
PHY316614,991
PHY380378,992
PHY322768,993
PHY318510,994
PHY334198,995
PHY423824,996
PHY336339,997
PHY380738,998
PHY337286,999
PHY343934,1000
PHY338365,1001
PHY350464,1002
PHY397848,1003
PHY379582,1004
PHY427485,1005
PHY317038,1006
PHY385396,1007
PHY341195,1008
PHY317370,1009
PHY344715,1010
PHY387020,1011
PHY399381,1012
PHY360999,1013
PHY365127,1014
PHY313508,1015
PHY396665,1016
PHY328407,1017
PHY415596,1018
PHY367706,1019
PHY422330,1020
PHY426225,1021
PHY315480,1022
PHY391808,1023
PHY332820,1024
PHY358282,1025
PHY375101,1026
PHY384189,1027
PHY414349,1028
PHY311309,1029
PHY331475,1030
PHY376097,1031
PHY377465,1032
PHY357730,1033
PHY404933,1034
PHY410357,1035
PHY418374,1036
PHY409001,1037
PHY347413,1038
PHY372992,1039
PHY322770,1040
PHY363954,1041
PHY429772,1042
PHY361681,1043
PHY365510,1044
PHY333591,1045
PHY383652,1046
PHY390974,1047
PHY386849,1048
PHY418610,1049
PHY375635,1050
PHY363540,1051
PHY325217,1052
PHY366670,1053
PHY316310,1054
PHY331343,1055
PHY378603,1056
PHY361706,1057
PHY428463,1058
PHY345416,1059
PHY397879,1060
PHY392274,1061
PHY367840,1062
PHY320616,1063
PHY350859,1064
PHY332032,1065
PHY420600,1066
PHY334944,1067
PHY353237,1068
PHY369641,1069
PHY316083,1070
PHY326574,1071
PHY339262,1072
PHY430116,1073
PHY315682,1074
PHY373651,1075
PHY383965,1076
PHY312240,1077
PHY406064,1078
PHY404396,1079
PHY416042,1080
PHY418889,1081
PHY419254,1082
PHY402332,1083
PHY388352,1084
PHY403429,1085
PHY409133,1086
PHY361838,1087
PHY357963,1088
PHY353749,1089
PHY361498,1090
PHY356601,1091
PHY389457,1092
PHY414323,1093
PHY408401,1094
PHY346526,1095
PHY428042,1096
PHY423569,1097
PHY360635,1098
PHY314379,1099
PHY381871,1100
PHY364545,1101
PHY427697,1102
PHY393547,1103
PHY432312,1104
PHY372726,1105
PHY315983,1106
PHY394258,1107
PHY419241,1108
PHY321126,1109
PHY411423,1110
PHY431327,1111
PHY400016,1112
PHY409778,1113
PHY351196,1114
PHY411623,1115
PHY356002,1116
PHY408979,1117
PHY361076,1118
PHY339326,1119
PHY401120,1120
PHY322642,1121
PHY381681,1122
PHY411058,1123
PHY352172,1124
PHY356332,1125
PHY397302,1126
PHY313711,1127
PHY379221,1128
PHY344681,1129
PHY317140,1130
PHY339680,1131
PHY367512,1132
PHY316844,1133
PHY376976,1134
PHY392904,1135
PHY374846,1136
PHY422714,1137
PHY411248,1138
PHY421790,1139
PHY318405,1140
PHY320182,1141
PHY406531,1142
PHY337995,1143
PHY321827,1144
PHY334955,1145
PHY337657,1146
PHY410374,1147
PHY361604,1148
PHY350835,1149
PHY420343,1150
PHY426617,1151
PHY376314,1152
PHY382633,1153
PHY321595,1154
PHY415611,1155
PHY361687,1156
PHY376033,1157
PHY390705,1158
PHY325744,1159
PHY344585,1160
PHY374523,1161
PHY351769,1162
PHY362403,1163
PHY362191,1164
PHY393145,1165
PHY377279,1166
PHY372765,1167
PHY365059,1168
PHY349321,1169
PHY366173,1170
PHY323821,1171
PHY348202,1172
PHY330759,1173
PHY389180,1174
PHY384913,1175
PHY370317,1176
PHY346942,1177
PHY397753,1178
PHY414723,1179
PHY342825,1180
PHY409396,1181
PHY343029,1182
PHY342851,1183
PHY404332,1184
PHY412010,1185
PHY408197,1186
PHY363865,1187
PHY414115,1188
PHY427625,1189
PHY427266,1190
PHY332981,1191
PHY344210,1192
PHY407570,1193
PHY366885,1194
PHY350436,1195
PHY393087,1196
PHY356163,1197
PHY384672,1198
PHY354398,1199
PHY326580,1200
PHY392432,1201
PHY395479,1202
PHY416725,1203
PHY346634,1204
PHY418585,1205
PHY362080,1206
PHY415012,1207
PHY400549,1208
PHY383645,1209
PHY354375,1210
PHY350659,1211
PHY336081,1212
PHY337692,1213
PHY347307,1214
PHY323453,1215
PHY391714,1216
PHY424348,1217
PHY410248,1218
PHY340413,1219
PHY358162,1220
PHY421664,1221
PHY421392,1222
PHY378054,1223
PHY318823,1224
PHY337336,1225
PHY337746,1226
PHY430535,1227
PHY323503,1228
PHY413267,1229
PHY335083,1230
PHY383777,1231
PHY372250,1232
PHY320588,1233
PHY311262,1234
PHY423538,1235
PHY375268,1236
PHY382042,1237
PHY335174,1238
PHY417738,1239
PHY357824,1240
PHY429248,1241
PHY382814,1242
PHY339804,1243
PHY331600,1244
PHY346948,1245
PHY426554,1246
PHY356709,1247
PHY400150,1248
PHY399061,1249
PHY418642,1250
PHY356056,1251
PHY421685,1252
PHY311554,1253
PHY344707,1254
PHY427936,1255
PHY428501,1256
PHY328427,1257
PHY350128,1258
PHY350658,1259
PHY406702,1260
PHY315842,1261
PHY337816,1262
PHY404769,1263
PHY416370,1264
PHY362421,1265
PHY431267,1266
PHY422164,1267
PHY330057,1268
PHY391060,1269
PHY358829,1270
PHY323334,1271
PHY364248,1272
PHY328969,1273
PHY326130,1274
PHY414865,1275
PHY352681,1276
PHY322054,1277
PHY389788,1278
PHY341271,1279
PHY385200,1280
PHY408157,1281
PHY361979,1282
PHY417727,1283
PHY336966,1284
PHY361116,1285
PHY417097,1286
PHY397316,1287
PHY362381,1288
PHY400162,1289
PHY415009,1290
PHY374257,1291
PHY317720,1292
PHY349293,1293
PHY316908,1294
PHY416173,1295
PHY370639,1296
PHY375121,1297
PHY385652,1298
PHY334967,1299
PHY325963,1300
PHY386598,1301
PHY380110,1302
PHY329105,1303
PHY313793,1304
PHY406591,1305
PHY387420,1306
PHY326013,1307
PHY367143,1308
PHY385292,1309
PHY417642,1310
PHY362481,1311
PHY408796,1312
PHY354961,1313
PHY329647,1314
PHY393290,1315
PHY430030,1316
PHY323963,1317
PHY328000,1318
PHY402688,1319
PHY349267,1320
PHY390422,1321
PHY375303,1322
PHY354608,1323
PHY401193,1324
PHY321484,1325
PHY341236,1326
PHY321303,1327
PHY429508,1328
PHY329440,1329
PHY333507,1330
PHY377472,1331
PHY367650,1332
PHY319816,1333
PHY358606,1334
PHY395268,1335
PHY405065,1336
PHY348012,1337
PHY314285,1338
PHY422415,1339
PHY420653,1340
PHY390346,1341
PHY396235,1342
PHY369062,1343
PHY352045,1344
PHY406594,1345
PHY365632,1346
PHY380351,1347
PHY354835,1348
PHY322504,1349
PHY363219,1350
PHY375359,1351
PHY429561,1352
PHY331505,1353
PHY359071,1354
PHY330376,1355
PHY406559,1356
PHY398311,1357
PHY347398,1358
PHY409694,1359
PHY317845,1360
PHY330372,1361
PHY347754,1362
PHY360496,1363
PHY391100,1364
PHY317365,1365
PHY431095,1366
PHY408280,1367
PHY320259,1368
PHY427173,1369
PHY356357,1370
PHY319567,1371
PHY359252,1372
PHY362413,1373
PHY427624,1374
PHY393481,1375
PHY375144,1376
PHY311786,1377
PHY412487,1378
PHY407650,1379
PHY321655,1380
PHY417401,1381
PHY383643,1382
PHY354267,1383
PHY313528,1384
PHY391970,1385
PHY355148,1386
PHY429194,1387
PHY406728,1388
PHY324008,1389
PHY355698,1390
PHY402401,1391
PHY408162,1392
PHY428735,1393
PHY337882,1394
PHY386853,1395
PHY320693,1396
PHY388576,1397
PHY348034,1398
PHY344033,1399
PHY322769,1400
PHY313129,1401
PHY365961,1402
PHY381344,1403
PHY374497,1404
PHY423630,1405
PHY362546,1406
PHY332131,1407
PHY366628,1408
PHY421965,1409
PHY383705,1410
PHY424521,1411
PHY319503,1412
PHY392961,1413
PHY412336,1414
PHY372349,1415
PHY383253,1416
PHY370271,1417
PHY353499,1418
PHY336493,1419
PHY374110,1420
PHY332543,1421
PHY358438,1422
PHY358160,1423
PHY347008,1424
PHY313890,1425
PHY337056,1426
PHY341376,1427
PHY342656,1428
PHY405849,1429
PHY373439,1430
PHY409233,1431
PHY381427,1432
PHY379967,1433
PHY340277,1434
PHY396365,1435
PHY365677,1436
PHY413056,1437
PHY432163,1438
PHY388719,1439
PHY372730,1440
PHY357229,1441
PHY313202,1442
PHY398981,1443
PHY327283,1444
PHY382626,1445
PHY380240,1446
PHY370445,1447
PHY352317,1448
PHY400617,1449
PHY414708,1450
PHY404923,1451
PHY381000,1452
PHY430510,1453
PHY351139,1454
PHY414875,1455
PHY372024,1456
PHY422105,1457
PHY348391,1458
PHY359519,1459
PHY334179,1460
PHY379668,1461
PHY345251,1462
PHY422509,1463
PHY402878,1464
PHY376709,1465
PHY322798,1466
PHY334283,1467
PHY342154,1468
PHY364445,1469
PHY383522,1470
PHY392419,1471
PHY405349,1472
PHY411196,1473
PHY427545,1474
PHY340949,1475
PHY399675,1476
PHY426332,1477
PHY398754,1478
PHY386775,1479
PHY377779,1480
PHY401819,1481
PHY393107,1482
PHY346392,1483
PHY395435,1484
PHY354396,1485
PHY362869,1486
PHY404284,1487
PHY386950,1488
PHY391826,1489
PHY406297,1490
PHY366669,1491
PHY340891,1492
PHY315135,1493
PHY392348,1494
PHY359231,1495
PHY348962,1496
PHY337426,1497
PHY340707,1498
PHY361621,1499
PHY337446,1500
PHY429729,1501
PHY341273,1502
PHY417008,1503
PHY358835,1504
PHY422356,1505
PHY409901,1506
PHY315820,1507
PHY376020,1508
PHY367536,1509
PHY389007,1510
PHY329421,1511
PHY333230,1512
PHY324770,1513
PHY349289,1514
PHY350107,1515
PHY419532,1516
PHY362323,1517
PHY354761,1518
PHY364365,1519
PHY350847,1520
PHY426417,1521
PHY428387,1522
PHY415755,1523
PHY342613,1524
PHY333958,1525
PHY378928,1526
PHY376827,1527
PHY346497,1528
PHY387256,1529
PHY376352,1530
PHY373499,1531
PHY368200,1532
PHY366494,1533
PHY417732,1534
PHY364094,1535
PHY351339,1536
PHY431372,1537
PHY332461,1538
PHY414890,1539
PHY357958,1540
PHY389617,1541
PHY358920,1542
PHY373075,1543
PHY313234,1544
PHY366999,1545
PHY406897,1546
PHY433719,1547
PHY419608,1548
PHY407628,1549
PHY394338,1550
PHY410792,1551
PHY405604,1552
PHY431496,1553
PHY324701,1554
PHY339455,1555
PHY387481,1556
PHY393466,1557
PHY393695,1558
PHY376420,1559
PHY420895,1560
PHY361801,1561
PHY327834,1562
PHY338357,1563
PHY335886,1564
PHY419402,1565
PHY399934,1566
PHY335907,1567
PHY376299,1568
PHY356349,1569
PHY418968,1570
PHY320422,1571
PHY345293,1572
PHY425125,1573
PHY419599,1574
PHY321203,1575
PHY399732,1576
PHY330478,1577
PHY404972,1578
PHY343555,1579
PHY415149,1580
PHY322812,1581
PHY425135,1582
PHY319415,1583
PHY433802,1584
PHY371195,1585
PHY348765,1586
PHY402643,1587
PHY395568,1588
PHY387619,1589
PHY346515,1590
PHY354186,1591
PHY364000,1592
PHY428638,1593
PHY316416,1594
PHY342408,1595
PHY360213,1596
PHY312648,1597
PHY370776,1598
PHY367848,1599
PHY378877,1600
PHY344022,1601
PHY364844,1602
PHY338804,1603
PHY339457,1604
PHY361223,1605
PHY340389,1606
PHY387496,1607
PHY429127,1608
PHY372201,1609
PHY426489,1610
PHY398684,1611
PHY364875,1612
PHY343117,1613
PHY372551,1614
PHY433485,1615
PHY407161,1616
PHY422993,1617
PHY402276,1618
PHY388333,1619
PHY391213,1620
PHY369293,1621
PHY317942,1622
PHY407262,1623
PHY397818,1624
PHY352696,1625
PHY357545,1626
PHY408090,1627
PHY370324,1628
PHY407722,1629
PHY348776,1630
PHY412365,1631
PHY412518,1632
PHY387673,1633
PHY380879,1634
PHY415309,1635
PHY329052,1636
PHY368848,1637
PHY367276,1638
PHY432211,1639
PHY326212,1640
PHY336245,1641
PHY321290,1642
PHY372687,1643
PHY317202,1644
PHY419980,1645
PHY425416,1646
PHY406329,1647
PHY339254,1648
PHY392531,1649
PHY409393,1650
PHY360002,1651
PHY377603,1652
PHY401433,1653
PHY340991,1654
PHY402940,1655
PHY420288,1656
PHY369165,1657
PHY373477,1658
PHY405669,1659
PHY365698,1660
PHY344097,1661
PHY424547,1662
PHY420266,1663
PHY342660,1664
